point_id,sex,age,age.group,dob,lat,long,region,bread,furniture,footwear,clothing,meal,group,frozen,prank,gum,walkway,foot.cut,class.farce,for.more,sauce.source,one.gone,book.spook,fur.bear,pour.poor,eight.ate,singer.finger,mute.moot,spa.spar,thin.fin,give.it.me,I.done.it,look.at.them,things.what,not.got.it,you.was,neither.me
326,female,55,41 to 60,1959,53.607647709396375,-2.4953400110437602,North West,barm,settee,NA,pants,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,rhyme,rhyme,same,same,rhyme,same,same,same,a,a,NA,a,NA,a,NA
327,male,19,< 20,1995,53.6224509736379,-2.486264595641462,North West,barm,couch,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,don't rhyme,NA,rhyme,rhyme,rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,b,NA
328,female,23,21 to 40,1990,51.826575028884434,-1.5139774257882477,South East,roll,NA,other (trainers),trousers,supper,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,d,c,d,NA,NA,NA
329,female,20,< 20,1993,51.81440164904584,-0.3740704391049084,East of England,roll,NA,other (trainers),trousers,dinner,"you guys, you lot, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,d,d,d,d,NA,NA,NA
330,female,18,< 20,1996,53.61565881749723,-2.5035052361837735,North West,roll,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,same,c,d,NA,d,NA,d,NA
331,male,18,< 20,1995,51.887620887728,-0.34496486342816096,East of England,roll,NA,plimsolls,other (joggers),"dinner, tea",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,c,a,d,d,NA,NA,NA
332,female,22,21 to 40,1992,53.59446940812168,-2.3837671090402517,North West,"barm, roll",couch,NA,pants,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,d,NA,c,NA,b,NA
333,female,25,21 to 40,1988,51.761129193508836,-1.3032691965627052,South East,batch,NA,plimsolls,trousers,supper,"you, you guys, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,NA,d,c,d,d,NA,NA,NA
334,female,73,61 to 80,1940,51.754707898913296,-0.40537316869948026,East of England,roll,NA,pumps,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,b,c,b,b,NA,NA,NA
335,female,19,< 20,1994,51.79308433054691,-0.09349152448709652,East of England,roll,NA,plimsolls,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,b,b,c,c,NA,NA,NA
336,male,54,41 to 60,1960,53.56082648621866,-2.3721036538635345,North West,barm,couch,NA,pants,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,rhyme,same,same,rhyme,different,same,same,a,a,NA,b,NA,b,NA
337,male,47,41 to 60,1966,51.75118709877361,-1.3531991862161163,South East,roll,NA,plimsolls,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,a,c,b,c,NA,NA,NA
338,male,37,21 to 40,1977,53.54550867050976,-2.405549112383486,North West,other (flour cake),couch,NA,pants,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,same,b,b,NA,c,NA,e,NA
339,male,18,< 20,1996,53.551874678601656,-2.4305029318402407,North West,barm,sofa,NA,pants,tea,yous,NA,NA,NA,NA,rhyme,NA,don't rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,a,c,NA,c,NA,b,NA
340,female,21,21 to 40,1992,51.853429831300886,-0.8730748755123774,South East,roll,NA,plimsolls,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,d,d,NA,NA,NA
341,female,40,21 to 40,1974,53.54701996594753,-2.3975123111478984,North West,barm,settee,NA,pants,tea,you lot,NA,NA,NA,NA,rhyme,NA,don't rhyme,don't rhyme,rhyme,rhyme,don't rhyme,same,different,don't rhyme,different,same,different,a,b,NA,b,NA,b,NA
342,female,20,< 20,1993,51.910773854176234,-0.5461384569929573,East of England,roll,NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,b,d,NA,NA,NA
343,male,20,< 20,1993,51.857255121876285,-2.914395535048885,Wales,roll,NA,plimsolls,trousers,tea,"you, you guys, you lot, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,same,same,NA,b,a,a,b,NA,NA,NA
344,female,20,< 20,1993,51.816817085026734,-0.3592699592684075,East of England,tea cake,NA,plimsolls,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,c,e,NA,NA,NA
345,female,84,> 80,1930,53.57870859857665,-2.5554579553226073,North West,other (flower cake),couch,NA,trousers,dinner,other (you people),NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,different,same,rhyme,different,same,same,b,b,NA,b,NA,b,NA
346,female,21,21 to 40,1992,51.83217435755373,-0.04858066981313042,East of England,"bun, roll",NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,b,b,b,NA,NA,NA
347,male,84,> 80,1930,53.62746473671033,-2.5240340860883514,North West,other (flower cake),couch,NA,trousers,dinner,other (people),NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,different,same,rhyme,different,same,different,b,b,NA,b,NA,b,NA
348,female,51,41 to 60,1963,53.6817493568929,-2.3856821455322574,North West,roll,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,don't rhyme,rhyme,rhyme,rhyme,rhyme,same,same,rhyme,different,same,same,c,c,NA,c,NA,c,NA
349,male,55,41 to 60,1958,51.85374779572091,-0.6020278003971913,East of England,roll,NA,pumps,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,NA,d,c,c,d,NA,NA,NA
350,female,20,< 20,1993,51.94954271159053,-0.5094619741492554,East of England,roll,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,a,c,NA,NA,NA
351,male,28,21 to 40,1986,53.67018168893711,-2.3262455319622077,North West,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
352,female,20,< 20,1993,51.90744062843321,-2.7837196827428508,West Midlands,roll,NA,daps,trousers,supper,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,a,a,a,c,NA,NA,NA
353,male,44,41 to 60,1970,53.59937839561148,-2.274268027874708,North West,roll,settee,NA,trousers,dinner,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,different,a,c,NA,c,NA,b,NA
354,male,22,21 to 40,1991,51.98928360952915,-0.5817325260133919,South East,roll,NA,plimsolls,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,c,c,c,e,NA,NA,NA
355,male,76,61 to 80,1938,53.639454249481275,-2.280385180628848,North West,tea cake,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,don't rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,different,don't rhyme,different,different,different,a,c,NA,c,NA,c,NA
356,female,25,21 to 40,1989,53.5529545006916,-2.2844128651880733,North West,muffin,couch,NA,pants,tea,you all,NA,NA,NA,NA,rhyme,NA,don't rhyme,don't rhyme,rhyme,don't rhyme,rhyme,same,same,rhyme,different,same,same,a,d,NA,b,NA,b,NA
357,male,30,21 to 40,1984,53.605880516391295,-2.288961145668432,North West,"bap, bun, muffin",couch,NA,"pants, trousers",dinner,"you, you lot",NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,e,c,NA,b,NA,b,NA
358,female,57,41 to 60,1956,52.01049378383871,0.5322678732592512,East of England,roll,NA,other (sneakers),trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,d,d,NA,NA,NA
359,male,19,< 20,1995,53.61217664653773,-2.2436964036497544,North West,barm,couch,NA,pants,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,same,different,rhyme,different,same,different,a,b,NA,b,NA,b,NA
360,female,53,41 to 60,1961,50.807403579111416,-0.39621331575165,South East,bap,sofa,NA,trousers,"dinner, supper","you, you guys",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,same,b,b,NA,b,NA,b,NA
361,male,51,41 to 60,1962,51.895803382581995,-0.5158003618931353,East of England,roll,NA,plimsolls,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,b,c,NA,NA,NA
362,male,19,< 20,1994,52.029819329988555,-0.2933691540310285,East of England,roll,NA,pumps,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,b,a,d,NA,NA,NA
363,male,66,61 to 80,1948,50.85448435802633,-0.14303655648279143,South East,roll,settee,NA,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
364,female,73,61 to 80,1941,50.8708434611477,-0.08338999084406382,South East,roll,sofa,NA,trousers,dinner,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,c,NA,d,NA,c,NA
365,male,61,61 to 80,1952,52.031667087061386,1.1649598974926172,East of England,"bap, barm, muffin, roll",NA,"plimsolls, pumps",trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,a,b,b,b,NA,NA,NA
366,female,50,41 to 60,1964,50.8755815023941,-0.1090895430004847,South East,roll,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,rhyme,same,same,don't rhyme,different,same,different,b,b,NA,c,NA,c,NA
367,female,18,< 20,1995,52.169540632236185,-1.6476039507038367,West Midlands,bun,NA,pumps,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,a,d,NA,NA,NA
368,female,32,21 to 40,1982,50.85406460344969,-0.06785706278110307,South East,"bap, bun, roll","couch, sofa",NA,trousers,dinner,"you guys, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
369,male,19,< 20,1994,52.07709611939177,-2.1763617404443143,West Midlands,batch,NA,pumps,trousers,dinner,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,same,same,NA,a,d,d,b,NA,NA,NA
370,female,19,< 20,1994,52.036594730401625,1.4344686910796645,East of England,"roll, tea cake",NA,plimsolls,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,b,c,d,NA,NA,NA
371,male,70,61 to 80,1944,50.866423476517504,-0.11917192931455395,South East,"bap, roll",couch,NA,pants,supper,"you guys, you lot",NA,NA,NA,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,different,different,e,e,NA,d,NA,b,NA
372,female,18,< 20,1995,52.05870071351847,0.41237127197923645,East of England,roll,NA,plimsolls,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,d,b,NA,NA,NA
373,male,18,< 20,1996,50.84721436013591,-0.13365185510760935,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,c,NA,c,NA,b,NA
374,female,20,< 20,1993,52.093962253137505,-2.3029072689862473,West Midlands,"bap, roll",NA,daps,trousers,"dinner, tea",you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,b,c,c,b,NA,NA,NA
375,male,18,< 20,1996,50.81113903884129,-0.3497259671284391,South East,bun,"couch, settee, sofa",NA,"pants, trousers",dinner,"you guys, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,d,a,NA,c,NA,c,NA
376,male,52,41 to 60,1962,50.86847842398342,-0.40516690755359736,South East,bap,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,d,NA,c,NA
377,male,20,< 20,1993,52.21341360487897,0.12276428090987358,East of England,"bun, roll",NA,plimsolls,trousers,dinner,"you, you guys, you lot, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,NA,e,e,a,d,NA,NA,NA
378,male,49,41 to 60,1965,50.86069954573319,-0.3943663178024207,South East,bap,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,d,NA,c,NA
379,female,50,41 to 60,1964,50.83310098747574,-0.3645356198312442,South East,roll,sofa,NA,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
380,male,20,< 20,1993,52.148305383732215,-2.7987446074164253,West Midlands,roll,NA,pumps,trousers,tea,other (boiz),NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,a,d,a,b,NA,NA,NA
381,female,20,< 20,1994,50.859848550564614,-0.3265253352628001,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,c,NA,c,NA
382,female,26,21 to 40,1988,50.80683919265046,-0.5634071627634478,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,d,NA,d,NA,d,NA
383,male,20,< 20,1993,52.225070863523854,0.16644748943111948,East of England,"barm, bun, roll",NA,pumps,pants,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,a,a,a,d,NA,NA,NA
384,female,30,21 to 40,1984,50.83324934979118,-0.05389566788767741,South East,"bun, muffin",couch,NA,"pants, trousers",tea,"you, you guys",NA,NA,NA,NA,don't rhyme,NA,don't rhyme,don't rhyme,rhyme,rhyme,don't rhyme,different,same,rhyme,different,different,different,b,b,NA,d,NA,c,NA
385,female,19,< 20,1994,52.17335893585001,-1.7277867903808048,West Midlands,roll,NA,plimsolls,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,different,NA,d,d,a,d,NA,NA,NA
386,female,20,< 20,1993,52.16597679335692,-1.731752616889114,West Midlands,roll,NA,pumps,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,d,d,a,d,NA,NA,NA
387,male,19,< 20,1995,50.806445780776066,-0.04293671309588015,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,c,NA,b,NA
388,female,20,< 20,1993,52.19019400978336,0.18087905249977143,East of England,roll,NA,plimsolls,trousers,dinner,"you, you guys, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,b,b,a,b,NA,NA,NA
389,male,19,< 20,1995,50.83279633516905,-0.03632913412452486,South East,roll,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,e,b,NA,b,NA,b,NA
390,male,63,61 to 80,1951,50.779447924755914,0.2670617816264782,South East,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,c,d,NA,e,NA,e,NA
391,male,63,61 to 80,1951,50.78873058660326,0.2633191877459666,South East,roll,settee,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,same,same,same,c,b,NA,c,NA,d,NA
392,female,18,< 20,1995,52.18316879950807,-1.5753798452232313,West Midlands,roll,NA,pumps,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,b,b,b,d,NA,NA,NA
393,male,62,61 to 80,1952,50.7858285549748,0.2991367257385734,South East,bap,settee,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,b,NA,b,NA,b,NA
394,male,25,21 to 40,1989,50.85465674896089,-0.2216919061119333,South East,roll,couch,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,same,d,d,NA,d,NA,d,NA
395,female,62,61 to 80,1952,50.86443104846787,-0.2723261753862494,South East,bap,sofa,NA,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,d,NA,c,NA
396,female,23,21 to 40,1990,52.1366083473289,-0.8547486407566093,East Midlands,bun,NA,plimsolls,pants,supper,you,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,different,rhyme,different,same,NA,c,d,b,a,NA,NA,NA
397,male,58,41 to 60,1955,52.21594492125729,-1.855871799174364,West Midlands,roll,NA,plimsolls,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,NA,c,c,c,c,NA,NA,NA
398,male,34,21 to 40,1980,50.830398599636105,-0.26605981291716324,South East,"bap, roll","settee, sofa",NA,trousers,dinner,"you guys, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,d,NA
399,female,19,< 20,1995,50.95870712274864,-0.21964050155100256,South East,bun,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,d,NA,d,NA,d,NA
400,female,19,< 20,1995,50.855023888891786,-0.024326165754181277,South East,"bun, roll",sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,c,NA,c,NA,b,NA
401,male,18,< 20,1995,52.25468948701696,0.674703975593741,East of England,bap,NA,plimsolls,trousers,"dinner, supper, tea",you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,c,c,NA,NA,NA
402,female,51,41 to 60,1963,50.85243993434336,0.004318551803796852,South East,roll,sofa,NA,trousers,tea,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,b,NA,b,NA,b,NA
403,female,19,< 20,1994,52.29391707860941,1.577740624664434,East of England,"bap, roll",NA,plimsolls,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,b,b,c,b,NA,NA,NA
404,male,68,61 to 80,1946,51.41790804731078,0.012328719112608057,London,muffin,couch,NA,trousers,supper,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,d,NA,d,NA,d,NA
405,male,21,21 to 40,1992,52.227065911174996,-0.9403392496955462,East Midlands,roll,NA,plimsolls,trousers,dinner,"you, you guys, you lot, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,c,c,NA,NA,NA
406,female,19,< 20,1994,52.26301245630401,0.32787932392199726,East of England,"bap, roll",NA,plimsolls,trousers,supper,"you, you guys, yous",NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,different,NA,c,d,c,c,NA,NA,NA
407,female,47,41 to 60,1967,51.377135252069884,-0.025434558178418838,London,roll,sofa,NA,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,c,NA,c,NA,c,NA
408,male,20,< 20,1994,51.38404130642626,0.13476564813555908,London,roll,settee,NA,trousers,"dinner, tea",you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,b,b,NA,b,NA,b,NA
409,female,20,< 20,1993,52.31815259133671,-2.2581555032278264,West Midlands,"bun, roll",NA,pumps,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,NA,b,b,b,b,NA,NA,NA
410,female,65,61 to 80,1949,51.365485206456576,0.14093064713035244,London,roll,sofa,NA,trousers,supper,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,c,NA,c,NA,c,NA
411,male,49,41 to 60,1964,52.25124609856235,-0.861666704279624,East Midlands,bap,NA,pumps,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,rhyme,same,same,don't rhyme,same,same,NA,b,c,c,c,NA,NA,NA
412,male,21,21 to 40,1993,51.37309417209124,0.06990384513080375,London,"bap, roll",sofa,NA,trousers,dinner,"you, you guys, you lot",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,b,NA,b,NA,b,NA
413,female,20,< 20,1993,52.27715086200078,-0.7368568680939794,East Midlands,roll,NA,pumps,trousers,tea,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,NA,c,c,c,c,NA,NA,NA
